Date,LIF
2025-07-09,64.76000213623047
2025-07-10,64.27999877929688
2025-07-11,64.18499755859375
2025-07-14,68.16000366210938
2025-07-15,68.46499633789062
2025-07-16,70.44000244140625
2025-07-17,71.41999816894531
2025-07-18,74.37999725341797
2025-07-21,74.61000061035156
2025-07-22,74.01000213623047
2025-07-23,75.72000122070312
2025-07-24,75.33999633789062
2025-07-25,76.80999755859375
2025-07-28,76.16999816894531
2025-07-29,75.9000015258789
2025-07-30,76.4000015258789
2025-07-31,76.58999633789062
2025-08-01,74.4000015258789
2025-08-04,76.9800033569336
2025-08-05,75.8499984741211
2025-08-06,77.75
2025-08-07,75.2699966430664
2025-08-08,73.8499984741211
2025-08-11,73.73999786376953
2025-08-12,83.55000305175781
2025-08-13,88.94000244140625
2025-08-14,85.33000183105469
2025-08-15,85.43000030517578
2025-08-18,87.19999694824219
2025-08-19,85.5999984741211
2025-08-20,85.16999816894531
2025-08-21,86.16999816894531
2025-08-22,90.22000122070312
2025-08-25,89.61000061035156
2025-08-26,90.19999694824219
2025-08-27,91.0
2025-08-28,91.30999755859375
2025-08-29,90.44499969482422
2025-09-02,87.08999633789062
2025-09-03,86.6500015258789
2025-09-04,88.4800033569336
2025-09-05,93.44000244140625
2025-09-08,103.11000061035156
2025-09-09,95.94000244140625
2025-09-10,95.58000183105469
2025-09-11,98.30000305175781
2025-09-12,100.23999786376953
2025-09-15,102.48999786376953
2025-09-16,100.16999816894531
2025-09-17,100.0
2025-09-18,103.08000183105469
2025-09-19,102.91999816894531
