Date,CBLL
2025-04-14,14.880000114440918
2025-04-15,14.569999694824219
2025-04-16,14.489999771118164
2025-04-17,14.845000267028809
2025-04-21,14.930000305175781
2025-04-22,14.770000457763672
2025-04-23,15.079999923706055
2025-04-24,15.489999771118164
2025-04-25,15.3100004196167
2025-04-28,16.190000534057617
2025-04-29,16.360000610351562
2025-04-30,16.09000015258789
2025-05-01,16.280000686645508
2025-05-02,16.31999969482422
2025-05-05,16.18000030517578
2025-05-06,15.770000457763672
2025-05-07,16.010000228881836
2025-05-08,17.100000381469727
2025-05-09,15.970000267028809
2025-05-12,17.15999984741211
2025-05-13,16.600000381469727
2025-05-14,16.459999084472656
2025-05-15,17.59000015258789
2025-05-16,17.969999313354492
2025-05-19,17.829999923706055
2025-05-20,18.18000030517578
2025-05-21,17.549999237060547
2025-05-22,17.260000228881836
2025-05-23,16.579999923706055
2025-05-27,17.280000686645508
2025-05-28,17.190000534057617
2025-05-29,17.020000457763672
2025-05-30,16.809999465942383
2025-06-02,17.18000030517578
2025-06-03,16.93000030517578
2025-06-04,17.139999389648438
2025-06-05,17.5
2025-06-06,17.889999389648438
2025-06-09,17.809999465942383
2025-06-10,17.719999313354492
2025-06-11,17.764999389648438
2025-06-12,18.18000030517578
2025-06-13,17.270000457763672
2025-06-16,17.219999313354492
2025-06-17,17.739999771118164
2025-06-18,17.799999237060547
2025-06-20,17.90999984741211
2025-06-23,18.489999771118164
2025-06-24,19.649999618530273
2025-06-25,19.31999969482422
2025-06-26,19.290000915527344
2025-06-27,18.899999618530273
2025-06-30,18.729999542236328
2025-07-01,18.56999969482422
2025-07-02,18.6299991607666
2025-07-03,18.93000030517578
2025-07-07,17.200000762939453
2025-07-08,17.1299991607666
2025-07-09,16.5
2025-07-10,16.760000228881836
2025-07-11,16.1299991607666
2025-07-14,16.3799991607666
2025-07-15,15.729999542236328
2025-07-16,15.800000190734863
2025-07-17,15.619999885559082
2025-07-18,15.579999923706055
2025-07-21,15.210000038146973
2025-07-22,15.520000457763672
2025-07-23,15.75
2025-07-24,15.380000114440918
2025-07-25,15.130000114440918
2025-07-28,14.960000038146973
2025-07-29,14.760000228881836
2025-07-30,14.920000076293945
2025-07-31,14.399999618530273
2025-08-01,14.140000343322754
2025-08-04,15.229999542236328
2025-08-05,15.079999923706055
2025-08-06,12.779999732971191
2025-08-07,12.579999923706055
2025-08-08,12.90999984741211
2025-08-11,12.119999885559082
2025-08-12,11.699999809265137
2025-08-13,11.90999984741211
2025-08-14,11.789999961853027
2025-08-15,12.3100004196167
2025-08-18,12.180000305175781
2025-08-19,11.789999961853027
2025-08-20,11.579999923706055
2025-08-21,11.680000305175781
2025-08-22,12.0600004196167
2025-08-25,11.4399995803833
2025-08-26,11.460000038146973
2025-08-27,11.600000381469727
2025-08-28,11.970000267028809
2025-08-29,11.829999923706055
2025-09-02,11.420000076293945
2025-09-03,11.609999656677246
2025-09-04,12.329999923706055
2025-09-05,11.800000190734863
2025-09-08,12.0600004196167
2025-09-09,11.859999656677246
2025-09-10,11.4399995803833
2025-09-11,11.5600004196167
2025-09-12,11.569999694824219
2025-09-15,11.949999809265137
2025-09-16,11.670000076293945
2025-09-17,11.949999809265137
2025-09-18,12.5600004196167
2025-09-19,12.25
