Date,HIPO
2025-03-10,26.899999618530273
2025-03-11,27.6200008392334
2025-03-12,27.979999542236328
2025-03-13,26.959999084472656
2025-03-14,26.799999237060547
2025-03-17,27.84000015258789
2025-03-18,26.200000762939453
2025-03-19,26.469999313354492
2025-03-20,26.280000686645508
2025-03-21,26.450000762939453
2025-03-24,27.469999313354492
2025-03-25,27.649999618530273
2025-03-26,26.56999969482422
2025-03-27,25.809999465942383
2025-03-28,25.989999771118164
2025-03-31,25.559999465942383
2025-04-01,24.829999923706055
2025-04-02,24.799999237060547
2025-04-03,24.25
2025-04-04,22.709999084472656
2025-04-07,22.59000015258789
2025-04-08,22.079999923706055
2025-04-09,23.770000457763672
2025-04-10,22.75
2025-04-11,22.31999969482422
2025-04-14,23.239999771118164
2025-04-15,23.75
2025-04-16,24.610000610351562
2025-04-17,24.3799991607666
2025-04-21,23.719999313354492
2025-04-22,24.530000686645508
2025-04-23,24.149999618530273
2025-04-24,24.549999237060547
2025-04-25,24.209999084472656
2025-04-28,24.270000457763672
2025-04-29,24.06999969482422
2025-04-30,23.1200008392334
2025-05-01,23.1299991607666
2025-05-02,24.329999923706055
2025-05-05,24.079999923706055
2025-05-06,24.020000457763672
2025-05-07,24.459999084472656
2025-05-08,20.56999969482422
2025-05-09,20.530000686645508
2025-05-12,22.079999923706055
2025-05-13,22.709999084472656
2025-05-14,22.100000381469727
2025-05-15,22.329999923706055
2025-05-16,22.670000076293945
2025-05-19,22.520000457763672
2025-05-20,22.979999542236328
2025-05-21,22.1200008392334
2025-05-22,22.209999084472656
2025-05-23,22.34000015258789
2025-05-27,23.06999969482422
2025-05-28,23.5
2025-05-29,23.329999923706055
2025-05-30,23.559999465942383
2025-06-02,24.6299991607666
2025-06-03,24.350000381469727
2025-06-04,25.1200008392334
2025-06-05,25.1299991607666
2025-06-06,27.739999771118164
2025-06-09,27.75
2025-06-10,27.75
2025-06-11,27.100000381469727
2025-06-12,29.559999465942383
2025-06-13,28.260000228881836
2025-06-16,29.290000915527344
2025-06-17,28.43000030517578
2025-06-18,29.059999465942383
2025-06-20,28.510000228881836
2025-06-23,28.559999465942383
2025-06-24,27.90999984741211
2025-06-25,27.299999237060547
2025-06-26,27.920000076293945
2025-06-27,27.809999465942383
2025-06-30,27.93000030517578
2025-07-01,28.0
2025-07-02,27.600000381469727
2025-07-03,28.110000610351562
2025-07-07,27.65999984741211
2025-07-08,27.93000030517578
2025-07-09,29.139999389648438
2025-07-10,27.459999084472656
2025-07-11,25.969999313354492
2025-07-14,26.3700008392334
2025-07-15,26.049999237060547
2025-07-16,26.31999969482422
2025-07-17,26.299999237060547
2025-07-18,26.420000076293945
2025-07-21,26.610000610351562
2025-07-22,26.719999313354492
2025-07-23,26.959999084472656
2025-07-24,26.829999923706055
2025-07-25,26.84000015258789
2025-07-28,26.280000686645508
2025-07-29,25.829999923706055
2025-07-30,25.3700008392334
2025-07-31,25.84000015258789
2025-08-01,25.360000610351562
2025-08-04,26.639999389648438
2025-08-05,27.65999984741211
2025-08-06,31.540000915527344
2025-08-07,29.84000015258789
2025-08-08,28.829999923706055
2025-08-11,28.90999984741211
2025-08-12,29.329999923706055
2025-08-13,31.350000381469727
2025-08-14,30.90999984741211
2025-08-15,30.799999237060547
2025-08-18,31.6200008392334
2025-08-19,31.06999969482422
2025-08-20,31.25
2025-08-21,32.959999084472656
2025-08-22,33.75
2025-08-25,33.189998626708984
2025-08-26,33.65999984741211
2025-08-27,33.70000076293945
2025-08-28,33.380001068115234
2025-08-29,33.810001373291016
2025-09-02,32.529998779296875
2025-09-03,32.369998931884766
2025-09-04,32.91999816894531
2025-09-05,33.2400016784668
2025-09-08,36.59000015258789
2025-09-09,36.970001220703125
2025-09-10,35.599998474121094
2025-09-11,37.040000915527344
2025-09-12,37.290000915527344
2025-09-15,37.5099983215332
2025-09-16,37.209999084472656
2025-09-17,36.9900016784668
2025-09-18,37.2599983215332
2025-09-19,37.34000015258789
