Date,GEV
2025-08-13,634.3099975585938
2025-08-14,625.27001953125
2025-08-15,621.9099731445312
2025-08-18,625.02001953125
2025-08-19,603.1300048828125
2025-08-20,604.5900268554688
2025-08-21,606.0
2025-08-22,607.0700073242188
2025-08-25,602.3099975585938
2025-08-26,625.9099731445312
2025-08-27,622.3900146484375
2025-08-28,633.6900024414062
2025-08-29,612.969970703125
2025-09-02,579.6799926757812
2025-09-03,577.0399780273438
2025-09-04,598.8099975585938
2025-09-05,582.0800170898438
2025-09-08,600.22998046875
2025-09-09,605.7000122070312
2025-09-10,643.5599975585938
2025-09-11,634.1500244140625
2025-09-12,625.5499877929688
2025-09-15,628.6799926757812
2025-09-16,617.9099731445312
2025-09-17,614.7899780273438
2025-09-18,611.0
2025-09-19,624.1699829101562
