Date,SARO
2025-03-06,26.639999389648438
2025-03-07,26.850000381469727
2025-03-10,26.299999237060547
2025-03-11,28.540000915527344
2025-03-12,28.059999465942383
2025-03-13,28.979999542236328
2025-03-14,28.6200008392334
2025-03-17,28.889999389648438
2025-03-18,28.739999771118164
2025-03-19,29.09000015258789
2025-03-20,29.1299991607666
2025-03-21,28.59000015258789
2025-03-24,28.739999771118164
2025-03-25,29.31999969482422
2025-03-26,27.739999771118164
2025-03-27,28.040000915527344
2025-03-28,27.18000030517578
2025-03-31,26.639999389648438
2025-04-01,26.809999465942383
2025-04-02,27.190000534057617
2025-04-03,25.600000381469727
2025-04-04,23.1299991607666
2025-04-07,22.559999465942383
2025-04-08,22.229999542236328
2025-04-09,25.270000457763672
2025-04-10,24.530000686645508
2025-04-11,24.5
2025-04-14,25.049999237060547
2025-04-15,25.6200008392334
2025-04-16,25.260000228881836
2025-04-17,25.479999542236328
2025-04-21,24.219999313354492
2025-04-22,24.8700008392334
2025-04-23,25.549999237060547
2025-04-24,26.260000228881836
2025-04-25,26.479999542236328
2025-04-28,26.780000686645508
2025-04-29,26.93000030517578
2025-04-30,27.020000457763672
2025-05-01,27.110000610351562
2025-05-02,27.889999389648438
2025-05-05,27.65999984741211
2025-05-06,27.25
2025-05-07,27.1200008392334
2025-05-08,27.850000381469727
2025-05-09,27.799999237060547
2025-05-12,28.600000381469727
2025-05-13,29.850000381469727
2025-05-14,30.200000762939453
2025-05-15,30.209999084472656
2025-05-16,29.950000762939453
2025-05-19,29.93000030517578
2025-05-20,29.0
2025-05-21,28.3799991607666
2025-05-22,28.0
2025-05-23,28.15999984741211
2025-05-27,28.68000030517578
2025-05-28,28.829999923706055
2025-05-29,29.020000457763672
2025-05-30,29.329999923706055
2025-06-02,29.639999389648438
2025-06-03,29.729999542236328
2025-06-04,29.829999923706055
2025-06-05,29.700000762939453
2025-06-06,30.530000686645508
2025-06-09,30.75
2025-06-10,30.770000457763672
2025-06-11,30.739999771118164
2025-06-12,30.770000457763672
2025-06-13,30.40999984741211
2025-06-16,30.5
2025-06-17,30.200000762939453
2025-06-18,29.729999542236328
2025-06-20,29.200000762939453
2025-06-23,29.959999084472656
2025-06-24,30.1299991607666
2025-06-25,30.15999984741211
2025-06-26,30.770000457763672
2025-06-27,31.6299991607666
2025-06-30,31.649999618530273
2025-07-01,30.6200008392334
2025-07-02,30.969999313354492
2025-07-03,30.8799991607666
2025-07-07,30.770000457763672
2025-07-08,30.450000762939453
2025-07-09,30.059999465942383
2025-07-10,30.010000228881836
2025-07-11,29.84000015258789
2025-07-14,30.559999465942383
2025-07-15,30.170000076293945
2025-07-16,30.270000457763672
2025-07-17,30.770000457763672
2025-07-18,30.399999618530273
2025-07-21,29.760000228881836
2025-07-22,28.8700008392334
2025-07-23,28.739999771118164
2025-07-24,28.350000381469727
2025-07-25,28.25
2025-07-28,28.190000534057617
2025-07-29,28.079999923706055
2025-07-30,28.18000030517578
2025-07-31,28.549999237060547
2025-08-01,27.860000610351562
2025-08-04,28.399999618530273
2025-08-05,28.219999313354492
2025-08-06,28.110000610351562
2025-08-07,28.190000534057617
2025-08-08,27.56999969482422
2025-08-11,28.309999465942383
2025-08-12,28.670000076293945
2025-08-13,28.15999984741211
2025-08-14,27.020000457763672
2025-08-15,26.549999237060547
2025-08-18,26.56999969482422
2025-08-19,26.489999771118164
2025-08-20,26.639999389648438
2025-08-21,26.8700008392334
2025-08-22,27.229999542236328
2025-08-25,26.90999984741211
2025-08-26,27.290000915527344
2025-08-27,26.979999542236328
2025-08-28,26.959999084472656
2025-08-29,26.489999771118164
2025-09-02,26.670000076293945
2025-09-03,26.690000534057617
2025-09-04,27.479999542236328
2025-09-05,26.549999237060547
2025-09-08,26.90999984741211
2025-09-09,26.639999389648438
2025-09-10,26.959999084472656
2025-09-11,27.350000381469727
2025-09-12,27.15999984741211
2025-09-15,27.020000457763672
2025-09-16,27.309999465942383
2025-09-17,27.520000457763672
2025-09-18,27.950000762939453
2025-09-19,27.579999923706055
