Date,BCAX
2025-06-11,11.880000114440918
2025-06-12,11.569999694824219
2025-06-13,10.84000015258789
2025-06-16,10.0
2025-06-17,9.670000076293945
2025-06-18,9.430000305175781
2025-06-20,9.319999694824219
2025-06-23,9.180000305175781
2025-06-24,9.510000228881836
2025-06-25,8.9399995803833
2025-06-26,8.8100004196167
2025-06-27,8.710000038146973
2025-06-30,9.289999961853027
2025-07-01,9.460000038146973
2025-07-02,9.199999809265137
2025-07-03,9.029999732971191
2025-07-07,9.010000228881836
2025-07-08,9.260000228881836
2025-07-09,9.670000076293945
2025-07-10,9.920000076293945
2025-07-11,9.710000038146973
2025-07-14,10.180000305175781
2025-07-15,10.229999542236328
2025-07-16,10.789999961853027
2025-07-17,11.649999618530273
2025-07-18,10.930000305175781
2025-07-21,11.239999771118164
2025-07-22,11.449999809265137
2025-07-23,11.789999961853027
2025-07-24,11.930000305175781
2025-07-25,11.75
2025-07-28,11.8100004196167
2025-07-29,11.489999771118164
2025-07-30,11.600000381469727
2025-07-31,11.109999656677246
2025-08-01,10.529999732971191
2025-08-04,11.119999885559082
2025-08-05,11.359999656677246
2025-08-06,10.4399995803833
2025-08-07,10.199999809265137
2025-08-08,10.199999809265137
2025-08-11,9.989999771118164
2025-08-12,10.470000267028809
2025-08-13,11.329999923706055
2025-08-14,11.40999984741211
2025-08-15,11.640000343322754
2025-08-18,11.470000267028809
2025-08-19,11.510000228881836
2025-08-20,10.960000038146973
2025-08-21,11.630000114440918
2025-08-22,11.84000015258789
2025-08-25,11.319999694824219
2025-08-26,12.039999961853027
2025-08-27,12.020000457763672
2025-08-28,11.90999984741211
2025-08-29,11.9399995803833
2025-09-02,11.899999618530273
2025-09-03,12.0
2025-09-04,12.0600004196167
2025-09-05,12.0600004196167
2025-09-08,12.289999961853027
2025-09-09,12.460000038146973
2025-09-10,11.930000305175781
2025-09-11,11.979999542236328
2025-09-12,11.619999885559082
2025-09-15,11.380000114440918
2025-09-16,11.25
2025-09-17,10.970000267028809
2025-09-18,11.0600004196167
2025-09-19,10.4399995803833
