Date,FRGE
2025-01-21,11.100000381469727
2025-01-22,11.175000190734863
2025-01-23,11.744999885559082
2025-01-24,11.145000457763672
2025-01-27,11.130000114440918
2025-01-28,11.789999961853027
2025-01-29,11.25
2025-01-30,11.550000190734863
2025-01-31,11.550000190734863
2025-02-03,11.010000228881836
2025-02-04,11.71500015258789
2025-02-05,12.149999618530273
2025-02-06,11.640000343322754
2025-02-07,11.475000381469727
2025-02-10,12.239999771118164
2025-02-11,12.555000305175781
2025-02-12,12.149999618530273
2025-02-13,12.84000015258789
2025-02-14,13.920000076293945
2025-02-18,14.774999618530273
2025-02-19,14.699999809265137
2025-02-20,14.520000457763672
2025-02-21,13.949999809265137
2025-02-24,13.904999732971191
2025-02-25,13.470000267028809
2025-02-26,14.550000190734863
2025-02-27,14.385000228881836
2025-02-28,15.0
2025-03-03,13.335000038146973
2025-03-04,13.335000038146973
2025-03-05,12.239999771118164
2025-03-06,10.03499984741211
2025-03-07,9.75
2025-03-10,8.699999809265137
2025-03-11,8.744999885559082
2025-03-12,8.414999961853027
2025-03-13,8.279999732971191
2025-03-14,8.864999771118164
2025-03-17,8.654999732971191
2025-03-18,9.28499984741211
2025-03-19,8.925000190734863
2025-03-20,9.119999885559082
2025-03-21,9.28499984741211
2025-03-24,9.300000190734863
2025-03-25,10.5600004196167
2025-03-26,9.510000228881836
2025-03-27,10.649999618530273
2025-03-28,9.975000381469727
2025-03-31,8.430000305175781
2025-04-01,8.5649995803833
2025-04-02,8.90999984741211
2025-04-03,7.650000095367432
2025-04-04,7.425000190734863
2025-04-07,9.404999732971191
2025-04-08,9.345000267028809
2025-04-09,9.164999961853027
2025-04-10,8.550000190734863
2025-04-11,9.300000190734863
2025-04-14,9.630000114440918
2025-04-15,11.829999923706055
2025-04-16,8.640000343322754
2025-04-17,8.6899995803833
2025-04-21,12.300000190734863
2025-04-22,11.8100004196167
2025-04-23,12.550000190734863
2025-04-24,12.710000038146973
2025-04-25,12.710000038146973
2025-04-28,13.270000457763672
2025-04-29,14.989999771118164
2025-04-30,14.489999771118164
2025-05-01,14.15999984741211
2025-05-02,13.729999542236328
2025-05-05,12.569999694824219
2025-05-06,12.079999923706055
2025-05-07,13.40999984741211
2025-05-08,13.600000381469727
2025-05-09,14.5
2025-05-12,15.569999694824219
2025-05-13,17.790000915527344
2025-05-14,15.300000190734863
2025-05-15,14.199999809265137
2025-05-16,14.350000381469727
2025-05-19,14.640000343322754
2025-05-20,14.149999618530273
2025-05-21,14.119999885559082
2025-05-22,13.859999656677246
2025-05-23,13.75
2025-05-27,14.600000381469727
2025-05-28,14.760000228881836
2025-05-29,14.010000228881836
2025-05-30,13.899999618530273
2025-06-02,13.850000381469727
2025-06-03,14.020000457763672
2025-06-04,14.430000305175781
2025-06-05,13.6899995803833
2025-06-06,14.850000381469727
2025-06-09,15.539999961853027
2025-06-10,15.770000457763672
2025-06-11,15.609999656677246
2025-06-12,15.880000114440918
2025-06-13,16.0
2025-06-16,16.6299991607666
2025-06-17,16.950000762939453
2025-06-18,17.489999771118164
2025-06-20,17.200000762939453
2025-06-23,17.469999313354492
2025-06-24,18.440000534057617
2025-06-25,18.139999389648438
2025-06-26,18.920000076293945
2025-06-27,19.0
2025-06-30,19.040000915527344
2025-07-01,18.700000762939453
2025-07-02,18.719999313354492
2025-07-03,18.280000686645508
2025-07-07,18.139999389648438
2025-07-08,17.739999771118164
2025-07-09,17.600000381469727
2025-07-10,17.100000381469727
2025-07-11,16.75
2025-07-14,16.8799991607666
2025-07-15,16.520000457763672
2025-07-16,16.969999313354492
2025-07-17,17.360000610351562
2025-07-18,18.219999313354492
2025-07-21,17.989999771118164
2025-07-22,17.979999542236328
2025-07-23,18.0
2025-07-24,17.8700008392334
2025-07-25,17.479999542236328
2025-07-28,17.34000015258789
2025-07-29,16.670000076293945
2025-07-30,16.81999969482422
2025-07-31,21.920000076293945
2025-08-01,20.600000381469727
2025-08-04,23.0
2025-08-05,24.149999618530273
2025-08-06,23.56999969482422
2025-08-07,21.8799991607666
2025-08-08,21.84000015258789
2025-08-11,22.3799991607666
2025-08-12,22.190000534057617
2025-08-13,21.6299991607666
2025-08-14,20.75
2025-08-15,21.1299991607666
2025-08-18,20.450000762939453
2025-08-19,20.020000457763672
2025-08-20,19.670000076293945
2025-08-21,19.110000610351562
2025-08-22,19.5
2025-08-25,19.920000076293945
2025-08-26,19.149999618530273
2025-08-27,18.81999969482422
2025-08-28,19.18000030517578
2025-08-29,18.850000381469727
2025-09-02,17.920000076293945
2025-09-03,17.969999313354492
2025-09-04,17.690000534057617
2025-09-05,17.31999969482422
2025-09-08,18.059999465942383
2025-09-09,17.8799991607666
2025-09-10,17.020000457763672
2025-09-11,17.799999237060547
2025-09-12,17.579999923706055
2025-09-15,16.520000457763672
2025-09-16,15.739999771118164
2025-09-17,16.030000686645508
2025-09-18,17.8799991607666
2025-09-19,17.34000015258789
