Date,SG
2025-08-29,9.100000381469727
2025-09-02,8.8100004196167
2025-09-03,8.90999984741211
2025-09-04,8.739999771118164
2025-09-05,8.930000305175781
2025-09-08,8.210000038146973
2025-09-09,8.680000305175781
2025-09-10,8.6899995803833
2025-09-11,8.6899995803833
2025-09-12,8.489999771118164
2025-09-15,8.399999618530273
2025-09-16,8.859999656677246
2025-09-17,8.710000038146973
2025-09-18,8.630000114440918
2025-09-19,8.59000015258789
