Date,AS
2024-06-13,14.329999923706055
2024-06-14,14.449999809265137
2024-06-17,14.699999809265137
2024-06-18,14.670000076293945
2024-06-20,14.170000076293945
2024-06-21,14.180000305175781
2024-06-24,14.170000076293945
2024-06-25,14.09000015258789
2024-06-26,14.119999885559082
2024-06-27,13.100000381469727
2024-06-28,12.569999694824219
2024-07-01,12.40999984741211
2024-07-02,12.420000076293945
2024-07-03,12.529999732971191
2024-07-05,11.989999771118164
2024-07-08,11.350000381469727
2024-07-09,11.430000305175781
2024-07-10,11.260000228881836
2024-07-11,11.90999984741211
2024-07-12,11.949999809265137
2024-07-15,11.380000114440918
2024-07-16,11.210000038146973
2024-07-17,11.649999618530273
2024-07-18,11.229999542236328
2024-07-19,11.0
2024-07-22,11.199999809265137
2024-07-23,10.869999885559082
2024-07-24,10.84000015258789
2024-07-25,10.859999656677246
2024-07-26,11.039999961853027
2024-07-29,11.260000228881836
2024-07-30,11.430000305175781
2024-07-31,11.609999656677246
2024-08-01,10.779999732971191
2024-08-02,10.75
2024-08-05,10.470000267028809
2024-08-06,10.720000267028809
2024-08-07,11.3100004196167
2024-08-08,11.65999984741211
2024-08-09,11.470000267028809
2024-08-12,11.420000076293945
2024-08-13,11.140000343322754
2024-08-14,11.270000457763672
2024-08-15,11.65999984741211
2024-08-16,11.460000038146973
2024-08-19,12.350000381469727
2024-08-20,13.630000114440918
2024-08-21,14.149999618530273
2024-08-22,13.829999923706055
2024-08-23,14.119999885559082
2024-08-26,14.170000076293945
2024-08-27,14.180000305175781
2024-08-28,13.90999984741211
2024-08-29,13.850000381469727
2024-08-30,13.649999618530273
2024-09-03,13.390000343322754
2024-09-04,13.8100004196167
2024-09-05,14.130000114440918
2024-09-06,14.020000457763672
2024-09-09,14.399999618530273
2024-09-10,13.729999542236328
2024-09-11,13.899999618530273
2024-09-12,14.109999656677246
2024-09-13,14.510000228881836
2024-09-16,14.390000343322754
2024-09-17,14.890000343322754
2024-09-18,14.850000381469727
2024-09-19,15.029999732971191
2024-09-20,15.140000343322754
2024-09-23,14.930000305175781
2024-09-24,15.210000038146973
2024-09-25,15.100000381469727
2024-09-26,15.880000114440918
2024-09-27,16.3799991607666
2024-09-30,15.949999809265137
2024-10-01,16.440000534057617
2024-10-02,16.56999969482422
2024-10-03,16.600000381469727
2024-10-04,17.209999084472656
2024-10-07,17.170000076293945
2024-10-08,18.350000381469727
2024-10-09,19.280000686645508
2024-10-10,19.489999771118164
2024-10-11,19.559999465942383
2024-10-14,19.329999923706055
2024-10-15,18.040000915527344
2024-10-16,18.6200008392334
2024-10-17,18.3700008392334
2024-10-18,18.899999618530273
2024-10-21,18.860000610351562
2024-10-22,18.450000762939453
2024-10-23,17.6200008392334
2024-10-24,17.889999389648438
2024-10-25,18.15999984741211
2024-10-28,17.979999542236328
2024-10-29,18.219999313354492
2024-10-30,17.6200008392334
2024-10-31,17.850000381469727
2024-11-01,17.81999969482422
2024-11-04,18.709999084472656
2024-11-05,18.709999084472656
2024-11-06,18.049999237060547
2024-11-07,19.399999618530273
2024-11-08,19.3700008392334
2024-11-11,20.579999923706055
2024-11-12,19.969999313354492
2024-11-13,19.700000762939453
2024-11-14,19.920000076293945
2024-11-15,19.329999923706055
2024-11-18,19.540000915527344
2024-11-19,20.670000076293945
2024-11-20,20.959999084472656
2024-11-21,23.690000534057617
2024-11-22,24.299999237060547
2024-11-25,25.510000228881836
2024-11-26,25.600000381469727
2024-11-27,25.8700008392334
2024-11-29,26.329999923706055
2024-12-02,26.1299991607666
2024-12-03,25.729999542236328
2024-12-04,25.59000015258789
2024-12-05,24.899999618530273
2024-12-06,25.010000228881836
2024-12-09,25.790000915527344
2024-12-10,25.639999389648438
2024-12-11,25.760000228881836
2024-12-12,26.8799991607666
2024-12-13,27.649999618530273
2024-12-16,27.649999618530273
2024-12-17,28.739999771118164
2024-12-18,27.690000534057617
2024-12-19,27.5
2024-12-20,28.18000030517578
2024-12-23,28.559999465942383
2024-12-24,28.780000686645508
2024-12-26,28.790000915527344
2024-12-27,28.420000076293945
2024-12-30,28.399999618530273
2024-12-31,27.959999084472656
2025-01-02,28.850000381469727
2025-01-03,29.489999771118164
2025-01-06,29.860000610351562
2025-01-07,29.739999771118164
2025-01-08,30.530000686645508
2025-01-10,30.889999389648438
2025-01-13,29.100000381469727
2025-01-14,28.8799991607666
2025-01-15,29.549999237060547
2025-01-16,29.899999618530273
2025-01-17,29.760000228881836
2025-01-21,31.059999465942383
2025-01-22,30.780000686645508
2025-01-23,30.860000610351562
2025-01-24,30.579999923706055
2025-01-27,30.440000534057617
2025-01-28,31.899999618530273
2025-01-29,32.77000045776367
2025-01-30,33.779998779296875
2025-01-31,31.969999313354492
2025-02-03,30.940000534057617
2025-02-04,31.65999984741211
2025-02-05,31.84000015258789
2025-02-06,32.56999969482422
2025-02-07,30.940000534057617
2025-02-10,30.610000610351562
2025-02-11,29.469999313354492
2025-02-12,30.1299991607666
2025-02-13,30.8799991607666
2025-02-14,30.989999771118164
2025-02-18,31.219999313354492
2025-02-19,30.59000015258789
2025-02-20,29.34000015258789
2025-02-21,28.600000381469727
2025-02-24,28.600000381469727
2025-02-25,28.829999923706055
2025-02-26,30.309999465942383
2025-02-27,28.559999465942383
2025-02-28,29.889999389648438
2025-03-03,29.790000915527344
2025-03-04,28.940000534057617
2025-03-05,29.450000762939453
2025-03-06,28.290000915527344
2025-03-07,26.920000076293945
2025-03-10,25.600000381469727
2025-03-11,26.75
2025-03-12,26.979999542236328
2025-03-13,26.610000610351562
2025-03-14,27.700000762939453
2025-03-17,28.5
2025-03-18,28.299999237060547
2025-03-19,29.18000030517578
2025-03-20,29.170000076293945
2025-03-21,28.889999389648438
2025-03-24,29.469999313354492
2025-03-25,28.799999237060547
2025-03-26,27.979999542236328
2025-03-27,27.469999313354492
2025-03-28,26.549999237060547
2025-03-31,26.729999542236328
2025-04-01,26.809999465942383
2025-04-02,28.360000610351562
2025-04-03,24.56999969482422
2025-04-04,23.729999542236328
2025-04-07,22.56999969482422
2025-04-08,20.969999313354492
2025-04-09,24.1200008392334
2025-04-10,22.040000915527344
2025-04-11,22.170000076293945
2025-04-14,22.75
2025-04-15,22.649999618530273
2025-04-16,22.399999618530273
2025-04-17,22.15999984741211
2025-04-21,21.65999984741211
2025-04-22,22.25
2025-04-23,23.209999084472656
2025-04-24,24.079999923706055
2025-04-25,24.18000030517578
2025-04-28,24.260000228881836
2025-04-29,24.239999771118164
2025-04-30,24.25
2025-05-01,24.25
2025-05-02,25.709999084472656
2025-05-05,25.719999313354492
2025-05-06,25.56999969482422
2025-05-07,26.65999984741211
2025-05-08,27.399999618530273
2025-05-09,26.989999771118164
2025-05-12,30.040000915527344
2025-05-13,31.200000762939453
2025-05-14,31.290000915527344
2025-05-15,30.850000381469727
2025-05-16,31.139999389648438
2025-05-19,31.389999389648438
2025-05-20,37.369998931884766
2025-05-21,37.0
2025-05-22,37.4900016784668
2025-05-23,37.040000915527344
2025-05-27,38.5
2025-05-28,37.72999954223633
2025-05-29,36.849998474121094
2025-05-30,36.380001068115234
2025-06-02,36.810001373291016
2025-06-03,37.459999084472656
2025-06-04,37.22999954223633
2025-06-05,37.380001068115234
2025-06-06,37.52000045776367
2025-06-09,37.66999816894531
2025-06-10,37.84000015258789
2025-06-11,37.7400016784668
2025-06-12,37.40999984741211
2025-06-13,36.2400016784668
2025-06-16,37.119998931884766
2025-06-17,36.060001373291016
2025-06-18,36.189998626708984
2025-06-20,36.41999816894531
2025-06-23,37.119998931884766
2025-06-24,37.68000030517578
2025-06-25,37.310001373291016
2025-06-26,37.849998474121094
2025-06-27,39.36000061035156
2025-06-30,38.7599983215332
2025-07-01,37.66999816894531
2025-07-02,38.189998626708984
2025-07-03,38.869998931884766
2025-07-07,38.310001373291016
2025-07-08,37.81999969482422
2025-07-09,38.5
2025-07-10,38.13999938964844
2025-07-11,38.13999938964844
2025-07-14,39.0099983215332
2025-07-15,39.41999816894531
2025-07-16,39.27000045776367
2025-07-17,39.150001525878906
2025-07-18,38.470001220703125
2025-07-21,38.18000030517578
2025-07-22,37.369998931884766
2025-07-23,37.72999954223633
2025-07-24,36.81999969482422
2025-07-25,37.65999984741211
2025-07-28,38.599998474121094
2025-07-29,38.34000015258789
2025-07-30,38.849998474121094
2025-07-31,37.540000915527344
2025-08-01,36.5099983215332
2025-08-04,38.709999084472656
2025-08-05,37.970001220703125
2025-08-06,38.97999954223633
2025-08-07,37.83000183105469
2025-08-08,37.20000076293945
2025-08-11,36.66999816894531
2025-08-12,37.459999084472656
2025-08-13,39.08000183105469
2025-08-14,37.91999816894531
2025-08-15,38.709999084472656
2025-08-18,37.5
2025-08-19,35.7400016784668
2025-08-20,37.16999816894531
2025-08-21,37.20000076293945
2025-08-22,41.47999954223633
2025-08-25,40.689998626708984
2025-08-26,40.709999084472656
2025-08-27,41.04999923706055
2025-08-28,40.90999984741211
2025-08-29,39.31999969482422
2025-09-02,38.029998779296875
2025-09-03,37.939998626708984
2025-09-04,37.790000915527344
2025-09-05,36.560001373291016
2025-09-08,36.63999938964844
2025-09-09,36.709999084472656
2025-09-10,36.709999084472656
2025-09-11,36.959999084472656
2025-09-12,36.369998931884766
2025-09-15,37.2400016784668
2025-09-16,37.09000015258789
2025-09-17,37.09000015258789
2025-09-18,37.880001068115234
2025-09-19,37.45000076293945
