Date,SUNS
2025-07-17,10.510000228881836
2025-07-18,10.460000038146973
2025-07-21,10.329999923706055
2025-07-22,10.59000015258789
2025-07-23,10.670000076293945
2025-07-24,10.550000190734863
2025-07-25,10.479999542236328
2025-07-28,10.520000457763672
2025-07-29,10.239999771118164
2025-07-30,10.1899995803833
2025-07-31,10.010000228881836
2025-08-01,9.869999885559082
2025-08-04,9.930000305175781
2025-08-05,9.9399995803833
2025-08-06,9.770000457763672
2025-08-07,10.010000228881836
2025-08-08,9.930000305175781
2025-08-11,10.369999885559082
2025-08-12,10.630000114440918
2025-08-13,10.779999732971191
2025-08-14,10.539999961853027
2025-08-15,10.569999694824219
2025-08-18,10.5600004196167
2025-08-19,10.510000228881836
2025-08-20,10.760000228881836
2025-08-21,10.520000457763672
2025-08-22,11.069999694824219
2025-08-25,10.90999984741211
2025-08-26,10.9399995803833
2025-08-27,11.199999809265137
2025-08-28,11.010000228881836
2025-08-29,11.0600004196167
2025-09-02,11.140000343322754
2025-09-03,11.100000381469727
2025-09-04,11.050000190734863
2025-09-05,10.84000015258789
2025-09-08,10.970000267028809
2025-09-09,11.039999961853027
2025-09-10,11.029999732971191
2025-09-11,11.1899995803833
2025-09-12,11.270000457763672
2025-09-15,11.119999885559082
2025-09-16,11.210000038146973
2025-09-17,11.4399995803833
2025-09-18,11.710000038146973
2025-09-19,11.100000381469727
