Date,KD
2025-07-31,37.77000045776367
2025-08-01,36.380001068115234
2025-08-04,36.70000076293945
2025-08-05,28.940000534057617
2025-08-06,29.68000030517578
2025-08-07,30.18000030517578
2025-08-08,30.690000534057617
2025-08-11,29.1200008392334
2025-08-12,29.600000381469727
2025-08-13,30.549999237060547
2025-08-14,30.09000015258789
2025-08-15,29.979999542236328
2025-08-18,30.350000381469727
2025-08-19,30.040000915527344
2025-08-20,30.31999969482422
2025-08-21,30.420000076293945
2025-08-22,31.200000762939453
2025-08-25,31.149999618530273
2025-08-26,31.270000457763672
2025-08-27,31.530000686645508
2025-08-28,31.510000228881836
2025-08-29,31.790000915527344
2025-09-02,31.18000030517578
2025-09-03,32.0099983215332
2025-09-04,31.770000457763672
2025-09-05,32.7599983215332
2025-09-08,33.13999938964844
2025-09-09,33.119998931884766
2025-09-10,32.400001525878906
2025-09-11,32.72999954223633
2025-09-12,31.950000762939453
2025-09-15,32.0
2025-09-16,31.719999313354492
2025-09-17,31.799999237060547
2025-09-18,31.479999542236328
2025-09-19,31.350000381469727
