Date,GRAL
2025-07-07,44.849998474121094
2025-07-08,42.84000015258789
2025-07-09,42.130001068115234
2025-07-10,43.38999938964844
2025-07-11,40.72999954223633
2025-07-14,40.18000030517578
2025-07-15,38.529998779296875
2025-07-16,36.61000061035156
2025-07-17,35.91999816894531
2025-07-18,35.189998626708984
2025-07-21,34.349998474121094
2025-07-22,37.15999984741211
2025-07-23,40.880001068115234
2025-07-24,39.720001220703125
2025-07-25,40.290000915527344
2025-07-28,38.27000045776367
2025-07-29,34.119998931884766
2025-07-30,33.77000045776367
2025-07-31,34.209999084472656
2025-08-01,32.790000915527344
2025-08-04,33.22999954223633
2025-08-05,33.75
2025-08-06,33.08000183105469
2025-08-07,32.959999084472656
2025-08-08,32.81999969482422
2025-08-11,32.689998626708984
2025-08-12,33.599998474121094
2025-08-13,33.97999954223633
2025-08-14,32.18000030517578
2025-08-15,32.43000030517578
2025-08-18,32.79999923706055
2025-08-19,31.420000076293945
2025-08-20,32.16999816894531
2025-08-21,33.150001525878906
2025-08-22,34.2400016784668
2025-08-25,32.92499923706055
2025-08-26,34.06999969482422
2025-08-27,33.630001068115234
2025-08-28,34.11000061035156
2025-08-29,32.790000915527344
2025-09-02,31.610000610351562
2025-09-03,32.41999816894531
2025-09-04,33.59000015258789
2025-09-05,36.90999984741211
2025-09-08,38.22999954223633
2025-09-09,37.529998779296875
2025-09-10,35.41999816894531
2025-09-11,38.650001525878906
2025-09-12,38.040000915527344
2025-09-15,39.33000183105469
2025-09-16,38.78499984741211
2025-09-17,38.31999969482422
2025-09-18,39.59000015258789
2025-09-19,41.650001525878906
