Date,RBRK
2025-06-27,87.37999725341797
2025-06-30,89.58999633789062
2025-07-01,85.18000030517578
2025-07-02,85.58000183105469
2025-07-03,89.08000183105469
2025-07-07,89.8499984741211
2025-07-08,86.87000274658203
2025-07-09,91.58999633789062
2025-07-10,86.13999938964844
2025-07-11,84.54000091552734
2025-07-14,85.83999633789062
2025-07-15,87.33999633789062
2025-07-16,87.48999786376953
2025-07-17,86.93000030517578
2025-07-18,88.11000061035156
2025-07-21,86.52999877929688
2025-07-22,83.7699966430664
2025-07-23,84.83999633789062
2025-07-24,85.70999908447266
2025-07-25,85.0
2025-07-28,87.11000061035156
2025-07-29,89.22000122070312
2025-07-30,95.41999816894531
2025-07-31,94.94999694824219
2025-08-01,87.6500015258789
2025-08-04,92.5199966430664
2025-08-05,87.54000091552734
2025-08-06,91.7699966430664
2025-08-07,89.73999786376953
2025-08-08,87.41000366210938
2025-08-11,85.69999694824219
2025-08-12,88.3499984741211
2025-08-13,88.08000183105469
2025-08-14,84.44999694824219
2025-08-15,85.83000183105469
2025-08-18,85.72000122070312
2025-08-19,83.97000122070312
2025-08-20,85.0999984741211
2025-08-21,85.23999786376953
2025-08-22,88.7699966430664
2025-08-25,87.83000183105469
2025-08-26,85.16999816894531
2025-08-27,87.52999877929688
2025-08-28,93.02999877929688
2025-08-29,89.4000015258789
2025-09-02,87.9000015258789
2025-09-03,87.72000122070312
2025-09-04,86.55000305175781
2025-09-05,90.93000030517578
2025-09-08,95.61000061035156
2025-09-09,98.5
2025-09-10,80.72000122070312
2025-09-11,77.88999938964844
2025-09-12,74.5
2025-09-15,75.5999984741211
2025-09-16,75.0
2025-09-17,73.88999938964844
2025-09-18,78.0199966430664
2025-09-19,80.2300033569336
