Date,JBIO
2025-04-02,85.94328308105469
2025-04-03,85.60223388671875
2025-04-04,84.92015075683594
2025-04-07,85.94328308105469
2025-04-08,85.60223388671875
2025-04-09,84.92015075683594
2025-04-10,87.98955535888672
2025-04-11,90.71791076660156
2025-04-14,92.42313385009766
2025-04-15,91.74104309082031
2025-04-16,91.4000015258789
2025-04-17,93.78731536865234
2025-04-21,94.46939849853516
2025-04-22,94.12835693359375
2025-04-23,93.4462661743164
2025-04-24,92.76417541503906
2025-04-25,91.4000015258789
2025-04-28,91.4000015258789
2025-04-29,10.140000343322754
2025-04-30,9.5
2025-05-01,10.0
2025-05-02,12.479999542236328
2025-05-05,11.5
2025-05-06,10.09000015258789
2025-05-07,9.260000228881836
2025-05-08,9.0
2025-05-09,8.649999618530273
2025-05-12,8.579999923706055
2025-05-13,8.609999656677246
2025-05-14,7.550000190734863
2025-05-15,7.400000095367432
2025-05-16,7.34499979019165
2025-05-19,7.420000076293945
2025-05-20,7.715000152587891
2025-05-21,7.489999771118164
2025-05-22,7.320000171661377
2025-05-23,7.03000020980835
2025-05-27,7.369999885559082
2025-05-28,7.25
2025-05-29,7.090000152587891
2025-05-30,7.25
2025-06-02,7.199999809265137
2025-06-03,7.25
2025-06-04,7.210000038146973
2025-06-05,6.889999866485596
2025-06-06,7.190000057220459
2025-06-09,7.710000038146973
2025-06-10,7.059999942779541
2025-06-11,7.03000020980835
2025-06-12,6.940000057220459
2025-06-13,6.760000228881836
2025-06-16,6.989999771118164
2025-06-17,8.289999961853027
2025-06-18,9.40999984741211
2025-06-20,9.890000343322754
2025-06-23,9.869999885559082
2025-06-24,10.479999542236328
2025-06-25,10.510000228881836
2025-06-26,9.25
2025-06-27,9.1899995803833
2025-06-30,9.989999771118164
2025-07-01,10.845000267028809
2025-07-02,10.800000190734863
2025-07-03,11.140000343322754
2025-07-07,10.449999809265137
2025-07-08,10.479999542236328
2025-07-09,10.510000228881836
2025-07-10,10.520000457763672
2025-07-11,9.819999694824219
2025-07-14,9.0
2025-07-15,8.579999923706055
2025-07-16,8.8100004196167
2025-07-17,9.510000228881836
2025-07-18,9.470000267028809
2025-07-21,8.6899995803833
2025-07-22,8.979999542236328
2025-07-23,8.710000038146973
2025-07-24,8.329999923706055
2025-07-25,8.279999732971191
2025-07-28,7.75
2025-07-29,7.53000020980835
2025-07-30,6.880000114440918
2025-07-31,7.190000057220459
2025-08-01,6.889999866485596
2025-08-04,7.289999961853027
2025-08-05,7.940000057220459
2025-08-06,7.829999923706055
2025-08-07,7.320000171661377
2025-08-08,7.489999771118164
2025-08-11,7.400000095367432
2025-08-12,7.389999866485596
2025-08-13,7.329999923706055
2025-08-14,6.769999980926514
2025-08-15,7.360000133514404
2025-08-18,7.5
2025-08-19,7.360000133514404
2025-08-20,6.849999904632568
2025-08-21,7.380000114440918
2025-08-22,8.229999542236328
2025-08-25,7.900000095367432
2025-08-26,8.029999732971191
2025-08-27,7.949999809265137
2025-08-28,8.079999923706055
2025-08-29,7.900000095367432
2025-09-02,7.619999885559082
2025-09-03,7.494999885559082
2025-09-04,7.78000020980835
2025-09-05,7.769999980926514
2025-09-08,7.480000019073486
2025-09-09,7.619999885559082
2025-09-10,7.574999809265137
2025-09-11,7.760000228881836
2025-09-12,7.699999809265137
2025-09-15,7.070000171661377
2025-09-16,7.139999866485596
2025-09-17,6.949999809265137
2025-09-18,7.710000038146973
2025-09-19,7.420000076293945
