Date,DBD
2025-06-16,51.400001525878906
2025-06-17,51.97999954223633
2025-06-18,51.810001373291016
2025-06-20,51.779998779296875
2025-06-23,52.0
2025-06-24,53.65999984741211
2025-06-25,52.95000076293945
2025-06-26,54.59000015258789
2025-06-27,55.43000030517578
2025-06-30,55.400001525878906
2025-07-01,56.88999938964844
2025-07-02,57.75
2025-07-03,59.0
2025-07-07,59.31999969482422
2025-07-08,59.40999984741211
2025-07-09,59.4900016784668
2025-07-10,60.209999084472656
2025-07-11,59.88999938964844
2025-07-14,59.90999984741211
2025-07-15,58.290000915527344
2025-07-16,58.7400016784668
2025-07-17,58.619998931884766
2025-07-18,59.0
2025-07-21,59.040000915527344
2025-07-22,59.20000076293945
2025-07-23,59.25
2025-07-24,57.779998779296875
2025-07-25,57.59000015258789
2025-07-28,57.72999954223633
2025-07-29,57.16999816894531
2025-07-30,56.06999969482422
2025-07-31,56.290000915527344
2025-08-01,53.9900016784668
2025-08-04,55.25
2025-08-05,56.220001220703125
2025-08-06,59.470001220703125
2025-08-07,60.0
2025-08-08,59.9900016784668
2025-08-11,59.689998626708984
2025-08-12,61.75
2025-08-13,61.959999084472656
2025-08-14,62.400001525878906
2025-08-15,61.91999816894531
2025-08-18,61.41999816894531
2025-08-19,61.06999969482422
2025-08-20,60.68000030517578
2025-08-21,61.36000061035156
2025-08-22,63.09000015258789
2025-08-25,62.70000076293945
2025-08-26,62.79999923706055
2025-08-27,62.9900016784668
2025-08-28,62.400001525878906
2025-08-29,61.11000061035156
2025-09-02,59.599998474121094
2025-09-03,59.84000015258789
2025-09-04,59.7400016784668
2025-09-05,59.900001525878906
2025-09-08,60.88999938964844
2025-09-09,60.75
2025-09-10,59.560001373291016
2025-09-11,60.52000045776367
2025-09-12,59.2599983215332
2025-09-15,59.97999954223633
2025-09-16,59.810001373291016
2025-09-17,59.099998474121094
2025-09-18,60.04999923706055
2025-09-19,56.88999938964844
