Date,SYRE
2025-07-14,16.40999984741211
2025-07-15,15.3100004196167
2025-07-16,16.200000762939453
2025-07-17,16.889999389648438
2025-07-18,16.290000915527344
2025-07-21,16.350000381469727
2025-07-22,16.489999771118164
2025-07-23,17.809999465942383
2025-07-24,17.600000381469727
2025-07-25,17.790000915527344
2025-07-28,16.979999542236328
2025-07-29,16.770000457763672
2025-07-30,17.290000915527344
2025-07-31,16.969999313354492
2025-08-01,16.260000228881836
2025-08-04,16.15999984741211
2025-08-05,16.8700008392334
2025-08-06,15.960000038146973
2025-08-07,15.239999771118164
2025-08-08,15.15999984741211
2025-08-11,15.25
2025-08-12,15.890000343322754
2025-08-13,17.399999618530273
2025-08-14,16.860000610351562
2025-08-15,16.950000762939453
2025-08-18,16.940000534057617
2025-08-19,16.110000610351562
2025-08-20,16.350000381469727
2025-08-21,16.780000686645508
2025-08-22,17.3799991607666
2025-08-25,16.579999923706055
2025-08-26,17.059999465942383
2025-08-27,17.139999389648438
2025-08-28,16.719999313354492
2025-08-29,16.489999771118164
2025-09-02,16.6299991607666
2025-09-03,16.809999465942383
2025-09-04,16.989999771118164
2025-09-05,17.0
2025-09-08,16.6299991607666
2025-09-09,16.739999771118164
2025-09-10,16.18000030517578
2025-09-11,16.200000762939453
2025-09-12,15.649999618530273
2025-09-15,14.84000015258789
2025-09-16,14.819999694824219
2025-09-17,15.050000190734863
2025-09-18,15.319999694824219
2025-09-19,14.880000114440918
