Date,NU
2025-07-23,12.960000038146973
2025-07-24,12.75
2025-07-25,12.729999542236328
2025-07-28,12.609999656677246
2025-07-29,12.630000114440918
2025-07-30,12.619999885559082
2025-07-31,12.220000267028809
2025-08-01,12.050000190734863
2025-08-04,12.029999732971191
2025-08-05,12.149999618530273
2025-08-06,12.220000267028809
2025-08-07,12.40999984741211
2025-08-08,12.300000190734863
2025-08-11,11.920000076293945
2025-08-12,12.239999771118164
2025-08-13,12.369999885559082
2025-08-14,12.010000228881836
2025-08-15,13.100000381469727
2025-08-18,13.329999923706055
2025-08-19,13.119999885559082
2025-08-20,13.619999885559082
2025-08-21,13.670000076293945
2025-08-22,13.9399995803833
