Date,SEZL
2024-12-04,61.42499923706055
2024-12-05,62.186668395996094
2024-12-06,60.371665954589844
2024-12-09,55.30666732788086
2024-12-10,54.20833206176758
2024-12-11,53.34333419799805
2024-12-12,52.64500045776367
2024-12-13,51.50166702270508
2024-12-16,54.525001525878906
2024-12-17,52.529998779296875
2024-12-18,40.36166763305664
2024-12-19,40.5533332824707
2024-12-20,45.19333267211914
2024-12-23,44.32833480834961
2024-12-24,42.62333297729492
2024-12-26,45.3849983215332
2024-12-27,44.176666259765625
2024-12-30,42.5
2024-12-31,42.633331298828125
2025-01-02,45.46500015258789
2025-01-03,46.448333740234375
2025-01-06,46.008331298828125
2025-01-07,42.3650016784668
2025-01-08,41.35333251953125
2025-01-10,38.10499954223633
2025-01-13,36.9900016784668
2025-01-14,38.9033317565918
2025-01-15,43.26166534423828
2025-01-16,43.75166702270508
2025-01-17,37.5
2025-01-21,38.293331146240234
2025-01-22,38.25166702270508
2025-01-23,39.788333892822266
2025-01-24,39.176666259765625
2025-01-27,37.54666519165039
2025-01-28,39.29833221435547
2025-01-29,40.34333419799805
2025-01-30,38.94499969482422
2025-01-31,39.00166702270508
2025-02-03,38.43000030517578
2025-02-04,40.16166687011719
2025-02-05,40.334999084472656
2025-02-06,40.8650016784668
2025-02-07,42.38666534423828
2025-02-10,46.25666809082031
2025-02-11,44.108333587646484
2025-02-12,50.88666534423828
2025-02-13,55.83333206176758
2025-02-14,56.69333267211914
2025-02-18,57.996665954589844
2025-02-19,55.12333297729492
2025-02-20,51.401668548583984
2025-02-21,47.775001525878906
2025-02-24,47.369998931884766
2025-02-25,48.573333740234375
2025-02-26,51.038333892822266
2025-02-27,47.686668395996094
2025-02-28,49.85166549682617
2025-03-03,45.41999816894531
2025-03-04,43.665000915527344
2025-03-05,43.5099983215332
2025-03-06,37.625
2025-03-07,38.94166564941406
2025-03-10,34.02000045776367
2025-03-11,36.75
2025-03-12,39.55666732788086
2025-03-13,36.206668853759766
2025-03-14,38.75166702270508
2025-03-17,39.16666793823242
2025-03-18,36.275001525878906
2025-03-19,38.35166549682617
2025-03-20,38.65999984741211
2025-03-21,39.3216667175293
2025-03-24,42.151668548583984
2025-03-25,41.74833297729492
2025-03-26,39.473331451416016
2025-03-27,37.581668853759766
2025-03-28,35.165000915527344
2025-03-31,34.88999938964844
2025-04-01,36.34000015258789
2025-04-02,37.189998626708984
2025-04-03,32.34000015258789
2025-04-04,28.700000762939453
2025-04-07,30.559999465942383
2025-04-08,30.420000076293945
2025-04-09,38.150001525878906
2025-04-10,36.41999816894531
2025-04-11,38.61000061035156
2025-04-14,39.43000030517578
2025-04-15,42.459999084472656
2025-04-16,42.7400016784668
2025-04-17,44.79999923706055
2025-04-21,38.59000015258789
2025-04-22,41.2599983215332
2025-04-23,42.84000015258789
2025-04-24,47.41999816894531
2025-04-25,47.970001220703125
2025-04-28,49.54999923706055
2025-04-29,51.7400016784668
2025-04-30,51.95000076293945
2025-05-01,52.029998779296875
2025-05-02,55.72999954223633
2025-05-05,55.95000076293945
2025-05-06,55.189998626708984
2025-05-07,52.75
2025-05-08,74.9800033569336
2025-05-09,87.0999984741211
2025-05-12,86.5
2025-05-13,90.54000091552734
2025-05-14,91.01000213623047
2025-05-15,90.0999984741211
2025-05-16,93.78500366210938
2025-05-19,98.75
2025-05-20,99.12999725341797
2025-05-21,99.11000061035156
2025-05-22,101.66000366210938
2025-05-23,105.30999755859375
2025-05-27,110.36000061035156
2025-05-28,111.37000274658203
2025-05-29,109.1500015258789
2025-05-30,106.70999908447266
2025-06-02,112.5199966430664
2025-06-03,114.05999755859375
2025-06-04,119.79000091552734
2025-06-05,123.7300033569336
2025-06-06,132.08999633789062
2025-06-09,132.16000366210938
2025-06-10,122.83000183105469
2025-06-11,131.1999969482422
2025-06-12,140.10000610351562
2025-06-13,133.5399932861328
2025-06-16,146.42999267578125
2025-06-17,143.8699951171875
2025-06-18,143.02999877929688
2025-06-20,147.0399932861328
2025-06-23,144.97999572753906
2025-06-24,160.1199951171875
2025-06-25,154.7899932861328
2025-06-26,164.16000366210938
2025-06-27,165.39999389648438
2025-06-30,179.25
2025-07-01,167.5800018310547
2025-07-02,172.3000030517578
2025-07-03,182.16000366210938
2025-07-07,181.5
2025-07-08,164.1300048828125
2025-07-09,166.08999633789062
2025-07-10,148.6300048828125
2025-07-11,134.72999572753906
2025-07-14,135.80999755859375
2025-07-15,133.32000732421875
2025-07-16,144.9600067138672
2025-07-17,140.47999572753906
2025-07-18,140.58999633789062
2025-07-21,135.97999572753906
2025-07-22,134.5500030517578
2025-07-23,139.2100067138672
2025-07-24,140.72000122070312
2025-07-25,148.9499969482422
2025-07-28,146.49000549316406
2025-07-29,142.41000366210938
2025-07-30,150.92999267578125
2025-07-31,154.83999633789062
2025-08-01,144.0
2025-08-04,156.99000549316406
2025-08-05,151.94000244140625
2025-08-06,142.41000366210938
2025-08-07,139.3300018310547
2025-08-08,91.51000213623047
2025-08-11,87.30999755859375
2025-08-12,89.13999938964844
2025-08-13,92.16999816894531
2025-08-14,91.47000122070312
2025-08-15,91.87000274658203
2025-08-18,93.2300033569336
2025-08-19,88.8499984741211
2025-08-20,88.7699966430664
2025-08-21,88.58000183105469
2025-08-22,95.66999816894531
2025-08-25,92.30000305175781
2025-08-26,93.23999786376953
2025-08-27,92.69999694824219
2025-08-28,95.80999755859375
2025-08-29,94.5999984741211
2025-09-02,90.4800033569336
2025-09-03,88.04000091552734
2025-09-04,84.88999938964844
2025-09-05,85.8499984741211
2025-09-08,88.0
2025-09-09,92.75
2025-09-10,89.0999984741211
2025-09-11,87.68000030517578
2025-09-12,89.2699966430664
2025-09-15,90.08000183105469
2025-09-16,88.83000183105469
2025-09-17,88.49500274658203
2025-09-18,89.5
2025-09-19,91.5999984741211
