Date,KLC
2025-03-06,18.200000762939453
2025-03-07,17.920000076293945
2025-03-10,16.5
2025-03-11,16.469999313354492
2025-03-12,16.760000228881836
2025-03-13,16.139999389648438
2025-03-14,16.3700008392334
2025-03-17,16.399999618530273
2025-03-18,17.040000915527344
2025-03-19,17.260000228881836
2025-03-20,17.68000030517578
2025-03-21,13.760000228881836
2025-03-24,13.850000381469727
2025-03-25,13.229999542236328
2025-03-26,12.899999618530273
2025-03-27,12.720000267028809
2025-03-28,11.949999809265137
2025-03-31,11.59000015258789
2025-04-01,11.819999694824219
2025-04-02,12.779999732971191
2025-04-03,11.1899995803833
2025-04-04,11.010000228881836
2025-04-07,11.479999542236328
2025-04-08,11.109999656677246
2025-04-09,11.550000190734863
2025-04-10,10.90999984741211
2025-04-11,11.020000457763672
2025-04-14,11.3100004196167
2025-04-15,11.350000381469727
2025-04-16,11.229999542236328
2025-04-17,11.260000228881836
2025-04-21,11.039999961853027
2025-04-22,11.699999809265137
2025-04-23,11.5600004196167
2025-04-24,11.949999809265137
2025-04-25,12.069999694824219
2025-04-28,12.15999984741211
2025-04-29,12.359999656677246
2025-04-30,12.260000228881836
2025-05-01,12.460000038146973
2025-05-02,13.15999984741211
2025-05-05,13.260000228881836
2025-05-06,12.890000343322754
2025-05-07,13.130000114440918
2025-05-08,13.359999656677246
2025-05-09,13.180000305175781
2025-05-12,13.529999732971191
2025-05-13,13.460000038146973
2025-05-14,12.3100004196167
2025-05-15,12.25
2025-05-16,12.289999961853027
2025-05-19,12.130000114440918
2025-05-20,11.779999732971191
2025-05-21,11.479999542236328
2025-05-22,11.84000015258789
2025-05-23,11.729999542236328
2025-05-27,12.569999694824219
2025-05-28,12.40999984741211
2025-05-29,12.600000381469727
2025-05-30,12.270000457763672
2025-06-02,11.8100004196167
2025-06-03,11.949999809265137
2025-06-04,11.40999984741211
2025-06-05,10.779999732971191
2025-06-06,11.289999961853027
2025-06-09,10.970000267028809
2025-06-10,10.75
2025-06-11,10.75
2025-06-12,10.739999771118164
2025-06-13,10.079999923706055
2025-06-16,10.050000190734863
2025-06-17,9.930000305175781
2025-06-18,9.869999885559082
2025-06-20,9.479999542236328
2025-06-23,9.710000038146973
2025-06-24,9.949999809265137
2025-06-25,9.859999656677246
2025-06-26,10.010000228881836
2025-06-27,10.350000381469727
2025-06-30,10.100000381469727
2025-07-01,10.029999732971191
2025-07-02,9.869999885559082
2025-07-03,9.949999809265137
2025-07-07,9.25
2025-07-08,9.680000305175781
2025-07-09,9.529999732971191
2025-07-10,9.5
2025-07-11,9.579999923706055
2025-07-14,9.569999694824219
2025-07-15,9.479999542236328
2025-07-16,9.699999809265137
2025-07-17,9.800000190734863
2025-07-18,9.670000076293945
2025-07-21,9.670000076293945
2025-07-22,10.210000038146973
2025-07-23,10.520000457763672
2025-07-24,9.989999771118164
2025-07-25,10.039999961853027
2025-07-28,9.829999923706055
2025-07-29,9.949999809265137
2025-07-30,9.760000228881836
2025-07-31,9.609999656677246
2025-08-01,9.479999542236328
2025-08-04,9.800000190734863
2025-08-05,9.850000381469727
2025-08-06,9.699999809265137
2025-08-07,9.520000457763672
2025-08-08,9.710000038146973
2025-08-11,9.630000114440918
2025-08-12,9.8100004196167
2025-08-13,7.619999885559082
2025-08-14,7.389999866485596
2025-08-15,7.5
2025-08-18,7.480000019073486
2025-08-19,7.170000076293945
2025-08-20,6.869999885559082
2025-08-21,6.789999961853027
2025-08-22,7.309999942779541
2025-08-25,7.570000171661377
2025-08-26,7.269999980926514
2025-08-27,7.199999809265137
2025-08-28,7.139999866485596
2025-08-29,7.190000057220459
2025-09-02,6.989999771118164
2025-09-03,7.159999847412109
2025-09-04,7.199999809265137
2025-09-05,7.46999979019165
2025-09-08,7.5
2025-09-09,7.360000133514404
2025-09-10,7.170000076293945
2025-09-11,7.659999847412109
2025-09-12,7.46999979019165
2025-09-15,7.460000038146973
2025-09-16,7.269999980926514
2025-09-17,7.170000076293945
2025-09-18,7.239999771118164
2025-09-19,6.949999809265137
