Date,SEPN
2025-07-28,13.829999923706055
2025-07-29,12.75
2025-07-30,12.640000343322754
2025-07-31,12.40999984741211
2025-08-01,12.210000038146973
2025-08-04,11.84000015258789
2025-08-05,11.649999618530273
2025-08-06,11.75
2025-08-07,11.699999809265137
2025-08-08,11.6899995803833
2025-08-11,11.489999771118164
2025-08-12,11.199999809265137
2025-08-13,11.6899995803833
2025-08-14,11.680000305175781
2025-08-15,11.720000267028809
2025-08-18,11.59000015258789
2025-08-19,10.930000305175781
2025-08-20,11.09000015258789
2025-08-21,11.699999809265137
2025-08-22,11.989999771118164
2025-08-25,11.960000038146973
2025-08-26,12.699999809265137
2025-08-27,12.625
2025-08-28,12.279999732971191
2025-08-29,12.100000381469727
2025-09-02,12.34000015258789
2025-09-03,14.079999923706055
2025-09-04,14.119999885559082
2025-09-05,14.430000305175781
2025-09-08,14.670000076293945
2025-09-09,15.220000267028809
2025-09-10,14.720000267028809
2025-09-11,14.420000076293945
2025-09-12,14.279999732971191
2025-09-15,14.470000267028809
2025-09-16,14.4399995803833
2025-09-17,14.390000343322754
2025-09-18,15.9399995803833
2025-09-19,15.699999809265137
